cate,JobTitle,CompanyName,Location,Url,p10_salary,p50_salary,p90_salary,LocationStates
software,Software Engineers I,Hadiamondstar Software Solutions LLC,"Fairfax, VA","https://www.glassdoor.com/job-listing/software-engineers-i-hadiamondstar-software-solutions-JV_IC1130359_KO0,20_KE21,53.htm?jl=1009193216757",94632,111196,130659,VA
software,Junior Software Developer,"STI Technologies, Inc ","Fairborn, OH","https://www.glassdoor.com/job-listing/junior-software-developer-solutions-through-innovative-technologies-inc-JV_IC1145941_KO0,25_KE26,71.htm?jl=1009220983557",36729,46626,59190,OH
software,Software Developer,Vexcel Imaging GmbH,"Jacksonville, FL","https://www.glassdoor.com/job-listing/software-developer-vexcel-JV_IC1154093_KO0,18_KE19,25.htm?jl=1009205036006",65350,82223,103453,FL
software,Junior Software Developer,nuArch,"New York, NY","https://www.glassdoor.com/job-listing/junior-software-developer-nuarch-JV_IC1132348_KO0,25_KE26,32.htm?jl=1008943727709",60000,70000,80000,NY
software,Software Engineer (Frontend),Aerostrat,United States,"https://www.glassdoor.com/job-listing/software-engineer-frontend-aerostrat-JV_KO0,26_KE27,36.htm?jl=1009211360932",80000,110000,140000,United States
software,Python Engineer,,Remote,"https://www.glassdoor.com/job-listing/python-engineer-nvenue-inc-JV_KO0,15_KE16,26.htm?jl=1009196906471",85000,100000,115000,Remote
software,Software Engineer,Muncy Industries,"Turbotville, PA","https://www.glassdoor.com/job-listing/software-engineer-muncy-industries-JV_IC1153396_KO0,17_KE18,34.htm?jl=1009216553151",55000,60000,65000,PA
software,Junior Software Engineer,MiTAC International Corporation,"Newark, CA","https://www.glassdoor.com/job-listing/junior-software-engineer-mitac-information-systems-corp-JV_IC1147377_KO0,24_KE25,55.htm?jl=1009061045667",65000,75000,85000,CA
software,Software Engineer (Remote),"The Home Depot, Inc.","Atlanta, GA","https://www.glassdoor.com/job-listing/software-engineer-remote-home-depot-thd-JV_IC1155583_KO0,24_KE25,39.htm?jl=1009210653572",70589,95011,127882,GA
software,Software Developer,,Remote,"https://www.glassdoor.com/job-listing/software-developer-manager-tools-JV_KO0,18_KE19,32.htm?jl=1009200442407",65000,82500,100000,Remote
software,Junior Software Engineer,,New Jersey,"https://www.glassdoor.com/job-listing/junior-software-engineer-bistro-iberia-JV_KO0,24_KE25,38.htm?jl=1009205258095",70000,77500,85000,N/A
software,Software Engineer,ServiceNow,"Atlanta, GA","https://www.glassdoor.com/job-listing/software-engineer-servicenow-JV_IC1155583_KO0,17_KE18,28.htm?jl=1009222149307",74989,85219,96844,GA
software,Software Developer,"SegPay, Corp. ","Deerfield Beach, FL","https://www.glassdoor.com/job-listing/software-developer-segpay-JV_IC1166111_KO0,18_KE19,25.htm?jl=1009197305510",66474,89012,119191,FL
software,Software Engineer,ServiceNow,"Santa Clara, CA","https://www.glassdoor.com/job-listing/software-engineer-servicenow-JV_IC1147439_KO0,17_KE18,28.htm?jl=1009222700679",121600,155000,188400,CA
software,Python Developer,Effone Technolgoies,United States,"https://www.glassdoor.com/job-listing/python-developer-effone-software-inc-JV_KO0,16_KE17,36.htm?jl=1009205580864",45,47.5,50,United States
software,Junior Engineer,,Remote,"https://www.glassdoor.com/job-listing/junior-engineer-bcvs-JV_KO0,15_KE16,20.htm?jl=1009221716817",24.660095,27.179808,29.7,Remote
software,Associate Software Engineer,CVS Caremark Corporation,"Irving, TX","https://www.glassdoor.com/job-listing/associate-software-engineer-cvs-health-JV_IC1140006_KO0,27_KE28,38.htm?jl=1009222995475",61800,92700,123600,TX
software,Junior Software Engineer,"John H. Northrop & Associates, Inc","Patuxent River, MD","https://www.glassdoor.com/job-listing/junior-software-engineer-john-h-northrop-associates-JV_IC1153746_KO0,24_KE25,51.htm?jl=1009206787163",64122,81140,102675,MD
software,New College Grad Software Engineer - Front-End,"Navan, Inc","Palo Alto, CA","https://www.glassdoor.com/job-listing/new-college-grad-software-engineer-front-end-navan-JV_IC1147434_KO0,44_KE45,50.htm?jl=1009101933832",78750,111875,145000,CA
software,IT Specialist I,"Articulate Global, Inc.",Remote,"https://www.glassdoor.com/job-listing/it-specialist-i-articulate-JV_KO0,15_KE16,26.htm?jl=1009207941008",55800,69700,83600,Remote
software,Software QA Tester,"Data2Logistics, LLC",United States,"https://www.glassdoor.com/job-listing/software-qa-tester-data2logistics-JV_KO0,18_KE19,33.htm?jl=1009219946654",27.760096,31.495192,35.22981,United States
software,Junior Software Engineers,JD Software Inc.,"Salem, MA","https://www.glassdoor.com/job-listing/junior-software-engineers-jd-software-inc-JV_IC1154677_KO0,25_KE26,41.htm?jl=1005711310316",88995,113850,145646,MA
software,Software Developer,"Cantata Health, LLC",United States,"https://www.glassdoor.com/job-listing/software-developer-cantata-health-llc-JV_KO0,18_KE19,37.htm?jl=1009216455670",70000,75000,80000,United States
software,Junior C# Full Stack Developer / Software Developer I,,Remote,"https://www.glassdoor.com/job-listing/junior-c-full-stack-developer-software-developer-i-starwood-media-JV_KO0,50_KE51,65.htm?jl=1009206185840",50000,62500,75000,Remote
software,Software Developer,"Astiva Health, Inc.","Orange, CA","https://www.glassdoor.com/job-listing/software-developer-astiva-health-inc-JV_IC1146843_KO0,18_KE19,36.htm?jl=1009210096287",90000,100000,110000,CA
software,Junior Full Stack Developer,,"Ridgefield, CT","https://www.glassdoor.com/job-listing/junior-full-stack-developer-evolytix-JV_IC1148349_KO0,27_KE28,36.htm?jl=1009087767322",60000,65000,70000,CT
software,Software Developers (Jr. Level),"24X7 Systems, Inc.","Alpharetta, GA","https://www.glassdoor.com/job-listing/software-developers-jr-level-24x7systems-JV_IC1155582_KO0,28_KE29,40.htm?jl=1009215247465",86603,101828,119729,GA
software,Software Developer,,"Alpharetta, GA","https://www.glassdoor.com/job-listing/software-developer-practical-labs-JV_IC1155582_KO0,18_KE19,33.htm?jl=1009190188942",70000,97500,125000,GA
software,Junior Software Developer,"Elevate HR, Inc","Union, NY","https://www.glassdoor.com/job-listing/junior-software-developer-elevate-hr-JV_IC3735050_KO0,25_KE26,36.htm?jl=1008702771841",72500,73750,75000,NY
software,Entry Level Software Engineer (2024 CS Grads),,"New York, NY","https://www.glassdoor.com/job-listing/entry-level-software-engineer-2024-cs-grads-rare-karma-JV_IC1132348_KO0,43_KE44,54.htm?jl=1009188799719",65000,75000,85000,NY
software,"Software Developer, Junior",Booz Allen Hamilton Inc.,"Aberdeen Proving Ground, MD","https://www.glassdoor.com/job-listing/software-developer-junior-booz-allen-JV_IC1153521_KO0,25_KE26,36.htm?jl=1009122755210",51600,78300,105000,MD
software,Junior Software Engineer,Uipathtek,"Charlotte, NC","https://www.glassdoor.com/job-listing/junior-software-engineer-uipathtek-JV_IC1138644_KO0,24_KE25,34.htm?jl=1008686150576",63691,75757,90109,NC
software,Software Developer,"AeroBase Group, Inc","Saint Augustine, FL","https://www.glassdoor.com/job-listing/software-developer-aerobase-group-inc-JV_IC1154105_KO0,18_KE19,37.htm?jl=1009195900147",66811,82766,102531,FL
software,Junior Software Developer,DBDriven.net LLC,"Fredericksburg, VA","https://www.glassdoor.com/job-listing/junior-software-developer-dbdriven-net-JV_IC1130363_KO0,25_KE26,38.htm?jl=1007257138238",67802,81663,98357,VA
software,Software Engineer,Microsoft Corporation,"Redmond, WA","https://www.glassdoor.com/job-listing/software-engineer-microsoft-JV_IC1150499_KO0,17_KE18,27.htm?jl=1009218452761",94300,138450,182600,WA
software,Software Engineer,,United States,"https://www.glassdoor.com/job-listing/software-engineer-aiden-technology-JV_KO0,17_KE18,34.htm?jl=1009217687862",90000,90000,90000,United States
software,Junior Software Developer,"Leidos Holdings, Inc.","Colorado Springs, CO","https://www.glassdoor.com/job-listing/junior-software-developer-leidos-JV_IC1148136_KO0,25_KE26,32.htm?jl=1009185577090",65000,91250,117500,CO
software,Software Engineer - (Remote),"Certificial, LLC",North Carolina,"https://www.glassdoor.com/job-listing/software-engineer-remote-certificial-JV_KO0,24_KE25,36.htm?jl=1009205998399",80000,95000,110000,N/A
software,Software Developers (Junior Positions),GPS IT Solutions LLC,"Tuscaloosa, AL","https://www.glassdoor.com/job-listing/software-developers-junior-positions-gps-it-solutions-JV_IC1127776_KO0,36_KE37,53.htm?jl=1005685503346",48766,60686,75519,AL
software,Software Engineer,Stargazr UG,Remote,"https://www.glassdoor.com/job-listing/software-engineer-stargazr-ug-JV_KO0,17_KE18,29.htm?jl=1009203895038",35000,45000,55000,Remote
software,Software Developer,Bahrain Airport Services,Remote,"https://www.glassdoor.com/job-listing/software-developer-bahrain-airport-services-JV_KO0,18_KE19,43.htm?jl=1009185930273",73974,81530,89086,Remote
software,Junior Software Engineer,"Leidos Holdings, Inc.","Fort Meade, MD","https://www.glassdoor.com/job-listing/junior-software-engineer-leidos-JV_IC1165756_KO0,24_KE25,31.htm?jl=1009204069207",65000,91250,117500,MD
software,Software Engineer,,"Hendersonville, TN","https://www.glassdoor.com/job-listing/software-engineer-c3-rentals-JV_IC1144525_KO0,17_KE18,28.htm?jl=1009216558473",80000,80000,80000,TN
software,Software Engineer,Skillsoft Corporation,"Rochester, NY","https://www.glassdoor.com/job-listing/software-engineer-skillsoft-JV_IC1132765_KO0,17_KE18,27.htm?jl=1009211132969",88000,99000,110000,NY
software,Software Engineer - Remote,Prime Therapeutics LLC,United States,"https://www.glassdoor.com/job-listing/software-engineer-remote-prime-therapeutics-JV_KO0,24_KE25,43.htm?jl=1009222532097",66880,86940,107000,United States
software,Junior Software Engineer,"Support Systems Associates, Inc.","Warner Robins, GA","https://www.glassdoor.com/job-listing/junior-software-engineer-support-systems-associates-inc-JV_IC1155961_KO0,24_KE25,55.htm?jl=1009146422719",68000,72000,76000,GA
software,Entry Level Python Developer,Fiable Consulting Inc.,Remote,"https://www.glassdoor.com/job-listing/entry-level-python-developer-fiable-consulting-JV_KO0,28_KE29,46.htm?jl=1009161716604",66497,73290,80082,Remote
software,Junior Software Engineer,Carr Astronautics Corporation ,"Greenbelt, MD","https://www.glassdoor.com/job-listing/junior-software-engineer-carr-astronautics-corporation-JV_IC1153857_KO0,24_KE25,54.htm?jl=1007837485995",85063,104150,127520,MD
software,Software Engineer,"Cargill, Incorporated","Wayzata, MN","https://www.glassdoor.com/job-listing/software-engineer-cargill-JV_IC1142595_KO0,17_KE18,25.htm?jl=1009209037484",75201,88810,104882,MN
software,Entry Level Software Engineer,Mando Technologies,"Frisco, TX","https://www.glassdoor.com/job-listing/entry-level-software-engineer-mando-technologies-inc-JV_IC1139994_KO0,29_KE30,52.htm?jl=1009120329776",67467,83832,104167,TX
software,Software Engineer,Vontier,United States,"https://www.glassdoor.com/job-listing/software-engineer-gilbarco-JV_KO0,17_KE18,26.htm?jl=1009222612561",72000,81500,91000,United States
software,Entry Level Data Analyst,Cognize Tech Solutions,United States,"https://www.glassdoor.com/job-listing/entry-level-data-analyst-cognize-tech-solutions-JV_KO0,24_KE25,47.htm?jl=1009222561684",21.35,23.535095,25.720192,United States
software,Software Developer,Oracle Corporation,"Nashua, NH","https://www.glassdoor.com/job-listing/software-developer-oracle-JV_IC1147911_KO0,18_KE19,25.htm?jl=1009204421546",110811,130619,153968,NH
software,Junior Software Engineer,"DKW Communications, Inc.",MCAS Cherry Point,"https://www.glassdoor.com/job-listing/junior-software-engineer-dkw-communications-JV_IC5022333_KO0,24_KE25,43.htm?jl=1009219886192",64187,80508,100979,N/A
software,Python-AI/ML Developer,"Novo ProSo, Inc.","Warrensburg, MO","https://www.glassdoor.com/job-listing/python-ai-ml-developer-novo-proso-JV_IC1131362_KO0,22_KE23,33.htm?jl=1009199879625",52820,71907,97892,MO
software,Junior Software Engineer,"Supernova Companies, LLC.","Chicago, IL","https://www.glassdoor.com/job-listing/junior-software-engineer-supernova-technology-JV_IC1128808_KO0,24_KE25,45.htm?jl=1009137725780",80825,100047,123840,IL
software,Full-Stack Software Engineer,WorkBright,United States,"https://www.glassdoor.com/job-listing/full-stack-software-engineer-workbright-JV_KO0,28_KE29,39.htm?jl=1009199318910",90000,110000,130000,United States
software,Software Developer,NucleusTeq,"Phoenix, AZ","https://www.glassdoor.com/job-listing/software-developer-nucleusteq-JV_IC1133904_KO0,18_KE19,29.htm?jl=1008584973185",68572,85149,105733,AZ
software,Software Developer,,Remote,"https://www.glassdoor.com/job-listing/software-developer-buzbiz-JV_KO0,18_KE19,25.htm?jl=1009207693328",95327,99888,104449,Remote
software,Software Engineer-Junior,NetSage Corporation,"Annapolis Junction, MD","https://www.glassdoor.com/job-listing/software-engineer-junior-netsage-JV_IC1153524_KO0,24_KE25,32.htm?jl=1008908409181",86466,108999,137406,MD
software,Software Developer,SilverEdge Government Solutions,"Herndon, VA","https://www.glassdoor.com/job-listing/software-developer-silveredge-JV_IC1130374_KO0,18_KE19,29.htm?jl=1009218407035",96990,110091,124961,VA
software,Software Engineer,"UScontracting, Inc.","Annapolis Junction, MD","https://www.glassdoor.com/job-listing/software-engineer-uscontracting-JV_IC1153524_KO0,17_KE18,31.htm?jl=1006502515943",95865,114288,136251,MD
software,Website Developer,,Remote,"https://www.glassdoor.com/job-listing/website-developer-burt-s-mobile-JV_KO0,17_KE18,31.htm?jl=1009213243813",25.270193,26.664904,28.060097,Remote
software,MasterTax Software Processor,,United States,"https://www.glassdoor.com/job-listing/mastertax-software-processor-re-verify-JV_KO0,28_KE29,38.htm?jl=1009216836458",20,27.5,35,United States
software,Software Developer,Körber Logistics Systems GmbH,"Fargo, ND","https://www.glassdoor.com/job-listing/software-developer-körber-pharma-inc-JV_IC1156255_KO0,18_KE19,36.htm?jl=1009210941186",65000,77500,90000,ND
software,Entry level Business Analyst,Data Cloud Merge,United States,"https://www.glassdoor.com/job-listing/entry-level-business-analyst-data-cloud-merge-JV_KO0,28_KE29,45.htm?jl=1009218040005",60000,65000,70000,United States
software,Software Developer,U-Haul International,Remote,"https://www.glassdoor.com/job-listing/software-developer-u-haul-JV_KO0,18_KE19,25.htm?jl=1008798261786",60000,75000,90000,Remote
software,Entry Level Business Analyst,,Remote,"https://www.glassdoor.com/job-listing/entry-level-business-analyst-digitaltransglobal-JV_KO0,28_KE29,47.htm?jl=1009207169783",60000,65000,70000,Remote
software,Software Engr I,Honeywell International Inc.,"Tempe, AZ","https://www.glassdoor.com/job-listing/software-engr-i-honeywell-JV_IC1133917_KO0,15_KE16,25.htm?jl=1009207610187",89067,115970,151000,AZ
software,Software Engineer,"CCS Direct, LLC","Bowie, MD","https://www.glassdoor.com/job-listing/software-engineer-ccs-llc-JV_IC1153819_KO0,17_KE18,25.htm?jl=1009047683416",78240,97801,117361,MD
software,Software Engineer,Cotiviti,Remote,"https://www.glassdoor.com/job-listing/software-engineer-cotiviti-JV_KO0,17_KE18,26.htm?jl=1009206248035",77400,100700,124000,Remote
software,Software Developer - Full time,miracle embedded intergration system pvt ltd,"Novi, MI","https://www.glassdoor.com/job-listing/software-developer-full-time-miracle-software-system-JV_IC1134704_KO0,28_KE29,52.htm?jl=1008986309460",60000,62500,65000,MI
software,"Software Engineer, Frontend",OpenStore,"New York, NY","https://www.glassdoor.com/job-listing/software-engineer-frontend-openstore-JV_IC1132348_KO0,26_KE27,36.htm?jl=1009058238864",140000,170000,200000,NY
software,Software Developer,DevCare Solutions,"Westerville, OH","https://www.glassdoor.com/job-listing/software-developer-devcare-solutions-JV_IC1145913_KO0,18_KE19,36.htm?jl=1009118480372",76481,95427,119067,OH
software,Software Engineer,"Force-X, LLC","Suwanee, GA","https://www.glassdoor.com/job-listing/software-engineer-x-force-llc-JV_IC1155695_KO0,17_KE18,29.htm?jl=1009198299681",38.5,41.75,45,GA
software,Systems Software Developer,Alpha Clinical Systems,"Piscataway, NJ","https://www.glassdoor.com/job-listing/systems-software-developer-alpha-clinical-systems-JV_IC1126940_KO0,26_KE27,49.htm?jl=1006035985753",89412,106402,126620,NJ
software,Junior Python Developer 0212-33,"Quevera, LLC","Annapolis Junction, MD","https://www.glassdoor.com/job-listing/junior-python-developer-0212-33-quevera-llc-JV_IC1153524_KO0,31_KE32,43.htm?jl=1009173429333",51236,66924,87414,MD
software,Software Engineer,NerdPine Solutions LLC,"Hillsboro, OR","https://www.glassdoor.com/job-listing/software-engineer-nerdpine-JV_IC1151603_KO0,17_KE18,26.htm?jl=1007104919576",74734,74734,74734,OR
software,Entry Level Software Engineer,Delta Mobile Software Inc.,"Elgin, IL","https://www.glassdoor.com/job-listing/entry-level-software-engineer-delta-mobile-systems-JV_IC1128828_KO0,29_KE30,50.htm?jl=1007913512534",64159,81133,102599,IL
software,Software Engineer I,International Game Technology,"Lakeland, FL","https://www.glassdoor.com/job-listing/software-engineer-i-igt-JV_IC1154143_KO0,19_KE20,23.htm?jl=1009148038283",36500,68500,100500,FL
software,Software Developer,,"New York, NY","https://www.glassdoor.com/job-listing/software-developer-helix-tech-it-solution-JV_IC1132348_KO0,18_KE19,41.htm?jl=1009207656690",98522,101770,105018,NY
software,Software Developer,"VividianSoft, Inc.","Santa Clara, CA","https://www.glassdoor.com/job-listing/software-developer-vividiansoft-JV_IC1147439_KO0,18_KE19,31.htm?jl=1006673483974",115286,138049,165306,CA
software,Software Developer,GOCOOL,"Puyallup, WA","https://www.glassdoor.com/job-listing/software-developer-gocool-JV_IC1150497_KO0,18_KE19,25.htm?jl=1007125971862",91468,113763,141493,WA
software,Software Developer (backend) - Remote,"ICF International, Inc.","Reston, VA","https://www.glassdoor.com/job-listing/software-developer-backend-remote-icf-JV_IC1130404_KO0,33_KE34,37.htm?jl=1009196399148",69862,94314,118765,VA
software,SOFTWARE ENGINEER-PYTHON,"EMPARTY, INC.","Mountain View, CA","https://www.glassdoor.com/job-listing/software-engineer-python-emparty-JV_IC1147431_KO0,24_KE25,32.htm?jl=1008985244835",105008,135773,175551,CA
software,Software Developer,Vdrive IT Solutions,"Richardson, TX","https://www.glassdoor.com/job-listing/software-developer-vdrive-it-solutions-inc-JV_IC1140053_KO0,18_KE19,42.htm?jl=1009086246357",88315,94872,101916,TX
software,Software Developer,,"Fort Myers, FL","https://www.glassdoor.com/job-listing/software-developer-intruity-JV_IC1154016_KO0,18_KE19,27.htm?jl=1009058415540",60000,70000,80000,FL
software,Software Developer,OneBlood,"Orlando, FL","https://www.glassdoor.com/job-listing/software-developer-oneblood-JV_IC1154247_KO0,18_KE19,27.htm?jl=1009185502584",61352,78546,100559,FL
software,"Recruiter, Software Engineering","Tesla, Inc.","Palo Alto, CA","https://www.glassdoor.com/job-listing/recruiter-software-engineering-tesla-JV_IC1147434_KO0,30_KE31,36.htm?jl=1009222313398",60000,138000,216000,CA
software,Software Engineer - Junior,"Liberty Business Associates, LLC","Charleston, SC","https://www.glassdoor.com/job-listing/software-engineer-junior-liberty-business-associates-llc-JV_IC1155074_KO0,24_KE25,56.htm?jl=1009173338166",82823,106836,137811,SC
software,Software Engineer III - C# (Remote),McDonald's Corporation,"Chicago, IL","https://www.glassdoor.com/job-listing/software-engineer-iii-c-remote-mcdonald-s-corporation-JV_IC1128808_KO0,30_KE31,53.htm?jl=1009060630687",52810,70424,93915,IL
software,"Software Engineer, Secret Scanning","GitHub, Inc.",Remote,"https://www.glassdoor.com/job-listing/software-engineer-secret-scanning-github-inc-JV_KO0,33_KE34,44.htm?jl=1009212153039",90700,165600,240500,Remote
software,Entry Level QA Automation,Fiable Consulting Inc.,Remote,"https://www.glassdoor.com/job-listing/entry-level-qa-automation-fiable-consulting-JV_KO0,25_KE26,43.htm?jl=1009186633562",60582,73044,85507,Remote
software,Software Developer,T&M Associates,Remote,"https://www.glassdoor.com/job-listing/software-developer-tm-associates-JV_KO0,18_KE19,32.htm?jl=1009194559646",87971,96958,105944,Remote
software,Software Engineer,NODAL EXCHANGE LLC,"Tysons Corner, VA","https://www.glassdoor.com/job-listing/software-engineer-nodal-exchange-JV_IC3728413_KO0,17_KE18,32.htm?jl=1009177592568",73527,90760,112031,VA
software,SOFTWARE ENGINEER,Nerd United Dao LLC (LEHI),"Lehi, UT","https://www.glassdoor.com/job-listing/software-engineer-nerd-united-JV_IC1128238_KO0,17_KE18,29.htm?jl=1009199136277",98605,126554,162426,UT
software,Software Engineer,NetCom Systems,"Edison, NJ","https://www.glassdoor.com/job-listing/software-engineer-netcom-systems-inc-JV_IC1126748_KO0,17_KE18,36.htm?jl=1007162369905",82368,104444,132437,NJ
software,Software Developer,Extendime Software Solutions Inc,"Old Bridge, NJ","https://www.glassdoor.com/job-listing/software-developer-extendime-JV_IC1126923_KO0,18_KE19,28.htm?jl=1008162747322",67608,86768,111357,NJ
software,Software Developer,Minnesota Elevator Inc.,"Mankato, MN","https://www.glassdoor.com/job-listing/software-developer-mei-total-elevator-solutions-JV_IC1142471_KO0,18_KE19,47.htm?jl=1009113798867",54000,64500,75000,MN
software,Software Engineer,Ford Motor Company,"Allen Park, MI","https://www.glassdoor.com/job-listing/software-engineer-ford-motor-company-JV_IC1134616_KO0,17_KE18,36.htm?jl=1009115776047",78994,92352,107970,MI
software,Software Engineer / Junior Software Engineer full time,Arrietty Solutions Inc,"Fremont, CA","https://www.glassdoor.com/job-listing/software-engineer-junior-software-engineer-full-time-arrietty-solutions-JV_IC1147355_KO0,52_KE53,71.htm?jl=1006730835023",98608,125192,158942,CA
software,Software Developer,Xpedite Technologies,"Robbinsville, NJ","https://www.glassdoor.com/job-listing/software-developer-xpedite-technologies-JV_IC1157542_KO0,18_KE19,39.htm?jl=1007690124681",89128,89128,89128,NJ
software,Software Engineer,NCR Corporation,"Atlanta, GA","https://www.glassdoor.com/job-listing/software-engineer-ncr-JV_IC1155583_KO0,17_KE18,21.htm?jl=1009218455925",79001,94447,112913,GA
software,SOFTWARE DEVELOPER,"MCM Quality Systems, Inc.","Novi, MI","https://www.glassdoor.com/job-listing/software-developer-mcm-quality-systems-JV_IC1134704_KO0,18_KE19,38.htm?jl=1009195977774",65187,80314,98952,MI
software,Junior Software Engineer,"Apogee Research, LLC","Arlington, VA","https://www.glassdoor.com/job-listing/junior-software-engineer-apogee-research-llc-JV_IC1130337_KO0,24_KE25,44.htm?jl=1009059002796",68792,88908,114905,VA
software,Computer Operator,"Leidos Holdings, Inc.",United States,"https://www.glassdoor.com/job-listing/computer-operator-leidos-JV_KO0,17_KE18,24.htm?jl=1009220762858",31850,44713,57575,United States
software,Software Engineer,"Passthrough, Inc.",Remote,"https://www.glassdoor.com/job-listing/software-engineer-passthrough-JV_KO0,17_KE18,29.htm?jl=1009154084409",125000,145000,165000,Remote
software,"Sorucer, Autonomy Software","Tesla, Inc.","Palo Alto, CA","https://www.glassdoor.com/job-listing/sorucer-autonomy-software-tesla-JV_IC1147434_KO0,25_KE26,31.htm?jl=1009222315716",60000,138000,216000,CA
software,Software Engineer,Ford Motor Company,"Allen Park, MI","https://www.glassdoor.com/job-listing/software-engineer-ford-motor-company-JV_IC1134616_KO0,17_KE18,36.htm?jl=1009099982945",93483,108620,126208,MI
software,IT Specialist,Apkudo,Remote,"https://www.glassdoor.com/job-listing/it-specialist-apkudo-inc-JV_KO0,13_KE14,24.htm?jl=1009205890599",60000,65000,70000,Remote
software,Software Developer,"Sonus Software Solutions, Inc","Orem, UT","https://www.glassdoor.com/job-listing/software-developer-sonus-software-solutions-JV_IC1128244_KO0,18_KE19,43.htm?jl=1009106151734",81000,81000,81000,UT
software,Junior Software Developer,ILERRA ,"Rockville, MD","https://www.glassdoor.com/job-listing/junior-software-developer-ilerra-JV_IC1153899_KO0,25_KE26,32.htm?jl=1005670211050",51514,68218,90339,MD
software,Software DEVELOPER,Enhancesoft LLC,"Alexandria, LA","https://www.glassdoor.com/job-listing/software-developer-enhancesoft-JV_IC1149749_KO0,18_KE19,30.htm?jl=1005579878306",56251,75383,101023,LA
software,Software Developer,Worcester Public Schools,"Worcester, MA","https://www.glassdoor.com/job-listing/software-developer-worcester-public-schools-JV_IC1154962_KO0,18_KE19,43.htm?jl=1009211259147",118000,118000,118000,MA
software,Software Developer,Morlogic Inc,"Ann Arbor, MI","https://www.glassdoor.com/job-listing/software-developer-morlogic-JV_IC1134560_KO0,18_KE19,27.htm?jl=1008803628487",87245,98608,111452,MI
software,Software Engineer,Biosero Inc,United States,"https://www.glassdoor.com/job-listing/software-engineer-biosero-inc-JV_KO0,17_KE18,29.htm?jl=1009209644930",45000,55000,65000,United States
software,Software Developer,"Department for Business, Innovation and Skills","Piney Flats, TN","https://www.glassdoor.com/job-listing/software-developer-bis-JV_IC1144383_KO0,18_KE19,22.htm?jl=1008985867051",68755,93004,125804,TN
software,Software Engineer,Microsoft Corporation,United States,"https://www.glassdoor.com/job-listing/software-engineer-microsoft-JV_KO0,17_KE18,27.htm?jl=1009211721073",76400,114100,151800,United States
software,Software Engineer,"Pariveda Solutions, Inc.","Atlanta, GA","https://www.glassdoor.com/job-listing/software-engineer-pariveda-solutions-JV_IC1155583_KO0,17_KE18,36.htm?jl=1009223356800",79800,79800,79800,GA
software,Software Engineer (Python),"LashBack, LLC","Morristown, NJ","https://www.glassdoor.com/job-listing/software-engineer-python-lashback-JV_IC1126891_KO0,24_KE25,33.htm?jl=1009189050880",124540,153019,188010,NJ
software,Software Developer,Agile Fleet,United States,"https://www.glassdoor.com/job-listing/software-developer-agile-fleet-inc-JV_KO0,18_KE19,34.htm?jl=1009218542976",90000,110000,130000,United States
software,Software Engineer,"PayPal, Inc.",California,"https://www.glassdoor.com/job-listing/software-engineer-paypal-JV_KO0,17_KE18,24.htm?jl=1009181485086",60900,104150,147400,N/A
software,Software Developer,"Magna Power Electronics, Inc.","Flemington, NJ","https://www.glassdoor.com/job-listing/software-developer-magna-power-electronics-JV_IC1126765_KO0,18_KE19,42.htm?jl=1009216160217",85658,98103,112355,NJ
software,Software Developer,Vidizmo LLC,"Tysons Corner, VA","https://www.glassdoor.com/job-listing/software-developer-vidizmo-llc-JV_IC3728413_KO0,18_KE19,30.htm?jl=1009217623227",67717,90427,120755,VA
software,Software Developer - C# or Python Developer,RevSpring,"Nashville, TN","https://www.glassdoor.com/job-listing/software-developer-c-or-python-developer-revspring-inc-JV_IC1144541_KO0,40_KE41,54.htm?jl=1009207940010",71384,89740,112815,TN
software,Software Engineer,"The Buckle, Inc.","Kearney, NE","https://www.glassdoor.com/job-listing/software-engineer-the-buckle-inc-JV_IC1136341_KO0,17_KE18,32.htm?jl=1009182653434",74967,94616,119415,NE
software,Java Training Program,,United States,"https://www.glassdoor.com/job-listing/java-training-program-profusion-tech-labs-JV_KO0,21_KE22,41.htm?jl=1009217488268",25.379808,27.970192,30.560097,United States
software,Junior Fullstack Software Engineer,JPMorgan Chase & Co,"New York, NY","https://www.glassdoor.com/job-listing/junior-fullstack-software-engineer-jpmorgan-chase-co-JV_IC1132348_KO0,34_KE35,52.htm?jl=1009125515232",109250,127125,145000,NY
software,Software Developer,"TurnKey Corrections, Inc.","River Falls, WI","https://www.glassdoor.com/job-listing/software-developer-turnkey-corrections-JV_IC1133617_KO0,18_KE19,38.htm?jl=1008916387420",53584,71702,95946,WI
software,Software Developer,Data Soft,"Novi, MI","https://www.glassdoor.com/job-listing/software-developer-data-soft-JV_IC1134704_KO0,18_KE19,28.htm?jl=1008006736578",94203,94203,94203,MI
software,Entry Level Java Developer,Fiable Consulting Inc.,United States,"https://www.glassdoor.com/job-listing/entry-level-java-developer-fiable-consulting-JV_KO0,26_KE27,44.htm?jl=1009218069035",65491,75246,85000,United States
software,Software Developer I,C Spire Wireless,"Ridgeland, MS","https://www.glassdoor.com/job-listing/software-developer-i-c-spire-JV_IC1141383_KO0,20_KE21,28.htm?jl=1007924802025",71819,84214,98748,MS
software,Software Engineer,Oriontek ,"Cumming, GA","https://www.glassdoor.com/job-listing/software-engineer-oriontek-JV_IC1155606_KO0,17_KE18,26.htm?jl=1007951663874",87870,103962,123001,GA
